country,country_aff,birth_year,num_users
Ghana,Ghana,1997,1
Greece,Greece,1975,1
Greece,Greece,1977,1
Greece,Greece,1978,5
Greece,Greece,1979,4
Greece,Greece,1980,3
Greece,Greece,1981,2
Greece,Greece,1982,8
Greece,Greece,1983,4
Greece,Greece,1984,5
Greece,Greece,1985,9
Greece,Greece,1986,15
Greece,Greece,1987,17
Greece,Greece,1988,23
Greece,Greece,1989,39
Greece,Greece,1990,50
Greece,Greece,1991,51
Greece,Greece,1992,75
Greece,Greece,1993,56
Greece,Greece,1994,77
Greece,Greece,1995,59
Greece,Greece,1996,57
Greece,Greece,1997,68
Greece,Greece,1998,45
Greece,Greece,1999,31
Greece,Greece,2000,31
Greece,Greece,2001,14
Greece,Greece,2002,6
Greece,Greece,2003,3
Greenland,Denmark,1982,1
Greenland,Denmark,1992,1
Greenland,Denmark,1995,1
Greenland,Denmark,1998,2
Greenland,Denmark,1999,2
Grenada,Grenada,1988,1
Grenada,Grenada,1990,1
Grenada,Grenada,1998,1
Guam,United States,1988,1
Guam,United States,1990,1
Guam,United States,1993,1
Guam,United States,1994,5
Guam,United States,1995,2
Guam,United States,1996,2
Guam,United States,1997,1
Guam,United States,1998,1
Guatemala,Guatemala,1982,2
Guatemala,Guatemala,1984,1
Guatemala,Guatemala,1985,1
Guatemala,Guatemala,1986,1
Guatemala,Guatemala,1987,2
Guatemala,Guatemala,1988,2
Guatemala,Guatemala,1989,4
Guatemala,Guatemala,1990,4
Guatemala,Guatemala,1991,3
Guatemala,Guatemala,1992,2
Guatemala,Guatemala,1993,4
Guatemala,Guatemala,1994,2
Guatemala,Guatemala,1995,2
Guatemala,Guatemala,1996,5
Guatemala,Guatemala,1997,3
Guatemala,Guatemala,1998,4
Guatemala,Guatemala,2000,1
Guernsey,United Kingdom,1982,1
Guernsey,United Kingdom,1986,1
Guernsey,United Kingdom,1987,1
Guernsey,United Kingdom,1989,1
Guernsey,United Kingdom,1992,6
Guernsey,United Kingdom,1993,1
Guernsey,United Kingdom,1995,2
Guernsey,United Kingdom,1996,1
Guernsey,United Kingdom,1997,1
Guernsey,United Kingdom,1998,2
Guernsey,United Kingdom,1999,2
Guinea,Guinea,1993,1
Guinea,Guinea,2000,1
Guyana,Guyana,1988,1
Guyana,Guyana,1989,1
Guyana,Guyana,1991,1
Guyana,Guyana,1993,1
Guyana,Guyana,1994,1
Haiti,Haiti,1985,1
Haiti,Haiti,1995,1
Honduras,Honduras,1985,1
Honduras,Honduras,1987,1
Honduras,Honduras,1988,1
Honduras,Honduras,1991,3
Honduras,Honduras,1992,3
Honduras,Honduras,1993,1
Honduras,Honduras,1994,2
Honduras,Honduras,1995,3
Honduras,Honduras,1996,2
Honduras,Honduras,1997,1
Honduras,Honduras,1998,1
Honduras,Honduras,1999,1
Hungary,Hungary,1969,2
Hungary,Hungary,1970,1
Hungary,Hungary,1972,1
Hungary,Hungary,1973,1
Hungary,Hungary,1976,1
Hungary,Hungary,1977,2
Hungary,Hungary,1978,1
Hungary,Hungary,1979,4
Hungary,Hungary,1980,2
Hungary,Hungary,1981,5
Hungary,Hungary,1982,6
Hungary,Hungary,1983,9
Hungary,Hungary,1984,15
Hungary,Hungary,1985,22
Hungary,Hungary,1986,35
Hungary,Hungary,1987,62
Hungary,Hungary,1988,59
Hungary,Hungary,1989,71
Hungary,Hungary,1990,88
Hungary,Hungary,1991,103
Hungary,Hungary,1992,89
Hungary,Hungary,1993,75
Hungary,Hungary,1994,55
Hungary,Hungary,1995,49
Hungary,Hungary,1996,34
Hungary,Hungary,1997,22
Hungary,Hungary,1998,14
Hungary,Hungary,1999,21
Hungary,Hungary,2000,9
Hungary,Hungary,2001,13
Hungary,Hungary,2002,3
Iceland,Iceland,1971,1
Iceland,Iceland,1984,1
Iceland,Iceland,1985,2
Iceland,Iceland,1986,1
Iceland,Iceland,1987,1
Iceland,Iceland,1988,1
Iceland,Iceland,1989,8
Iceland,Iceland,1990,3
Iceland,Iceland,1991,3
Iceland,Iceland,1992,5
Iceland,Iceland,1993,8
Iceland,Iceland,1994,3
Iceland,Iceland,1995,2
Iceland,Iceland,1996,7
Iceland,Iceland,1997,5
Iceland,Iceland,1998,3
Iceland,Iceland,1999,5
Iceland,Iceland,2000,1
India,India,1969,1
India,India,1978,1
India,India,1981,1
India,India,1982,1
India,India,1983,3
India,India,1984,1
India,India,1985,5
India,India,1986,10
India,India,1987,11
India,India,1988,21
India,India,1989,33
India,India,1990,32
India,India,1991,45
India,India,1992,63
India,India,1993,79
India,India,1994,88
India,India,1995,104
India,India,1996,116
India,India,1997,93
India,India,1998,93
India,India,1999,66
India,India,2000,60
India,India,2001,25
India,India,2002,9
India,India,2003,5
India,India,2004,4
India,India,2005,1
Indonesia,Indonesia,1969,1
Indonesia,Indonesia,1976,1
Indonesia,Indonesia,1978,1
Indonesia,Indonesia,1979,2
Indonesia,Indonesia,1980,4
Indonesia,Indonesia,1981,1
Indonesia,Indonesia,1982,4
Indonesia,Indonesia,1983,8
Indonesia,Indonesia,1984,7
Indonesia,Indonesia,1985,13
Indonesia,Indonesia,1986,16
Indonesia,Indonesia,1987,28
Indonesia,Indonesia,1988,23
Indonesia,Indonesia,1989,55
Indonesia,Indonesia,1990,94
Indonesia,Indonesia,1991,103
Indonesia,Indonesia,1992,128
Indonesia,Indonesia,1993,176
Indonesia,Indonesia,1994,213
Indonesia,Indonesia,1995,255
Indonesia,Indonesia,1996,268
Indonesia,Indonesia,1997,229
Indonesia,Indonesia,1998,227
Indonesia,Indonesia,1999,195
Indonesia,Indonesia,2000,138
Indonesia,Indonesia,2001,72
Indonesia,Indonesia,2002,43
Indonesia,Indonesia,2003,15
Indonesia,Indonesia,2004,7
Indonesia,Indonesia,2005,2
Iran,Iran,1978,1
Iran,Iran,1980,1
Iran,Iran,1982,1
Iran,Iran,1984,2
Iran,Iran,1986,3
Iran,Iran,1987,6
Iran,Iran,1988,6
Iran,Iran,1989,3
Iran,Iran,1990,7
Iran,Iran,1991,8
Iran,Iran,1992,6
Iran,Iran,1993,6
Iran,Iran,1994,5
Iran,Iran,1995,6
Iran,Iran,1996,8
Iran,Iran,1997,7
Iran,Iran,1998,5
Iran,Iran,1999,7
Iran,Iran,2000,1
Iran,Iran,2002,1
Iran,Iran,2003,2
Iraq,Iraq,1979,1
Iraq,Iraq,1982,1
Iraq,Iraq,1985,3
Iraq,Iraq,1986,1
Iraq,Iraq,1987,1
Iraq,Iraq,1988,1
Iraq,Iraq,1989,3
Iraq,Iraq,1990,2
Iraq,Iraq,1991,1
Iraq,Iraq,1992,7
Iraq,Iraq,1993,5
Iraq,Iraq,1994,2
Iraq,Iraq,1995,6
Iraq,Iraq,1996,5
Iraq,Iraq,1997,10
Iraq,Iraq,1998,7
Iraq,Iraq,1999,5
Iraq,Iraq,2000,4
Iraq,Iraq,2001,3
Iraq,Iraq,2002,2
Iraq,Iraq,2003,1
Ireland,Ireland,1977,1
Ireland,Ireland,1979,2
Ireland,Ireland,1980,1
Ireland,Ireland,1981,1
Ireland,Ireland,1982,4
Ireland,Ireland,1983,3
Ireland,Ireland,1984,3
Ireland,Ireland,1985,7
Ireland,Ireland,1986,8
Ireland,Ireland,1987,17
Ireland,Ireland,1988,18
Ireland,Ireland,1989,11
Ireland,Ireland,1990,26
Ireland,Ireland,1991,32
Ireland,Ireland,1992,27
Ireland,Ireland,1993,28
Ireland,Ireland,1994,28
Ireland,Ireland,1995,27
Ireland,Ireland,1996,34
Ireland,Ireland,1997,25
Ireland,Ireland,1998,18
Ireland,Ireland,1999,10
Ireland,Ireland,2000,11
Ireland,Ireland,2001,6
Ireland,Ireland,2002,1
Ireland,Ireland,2003,2
Ireland,Ireland,2008,1
Isle of Man,United Kingdom,1996,1
Israel,Israel,1980,3
Israel,Israel,1983,1
Israel,Israel,1984,1
Israel,Israel,1985,7
Israel,Israel,1986,6
Israel,Israel,1987,10
Israel,Israel,1988,16
Israel,Israel,1989,12
Israel,Israel,1990,27
Israel,Israel,1991,51
Israel,Israel,1992,43
Israel,Israel,1993,77
Israel,Israel,1994,70
Israel,Israel,1995,55
Israel,Israel,1996,48
Israel,Israel,1997,23
Israel,Israel,1998,18
Israel,Israel,1999,16
Israel,Israel,2000,12
Israel,Israel,2001,6
Israel,Israel,2002,5
Israel,Israel,2004,2
Italy,Italy,1974,2
Italy,Italy,1975,3
Italy,Italy,1976,3
Italy,Italy,1977,5
Italy,Italy,1978,2
Italy,Italy,1979,5
Italy,Italy,1980,9
Italy,Italy,1981,11
Italy,Italy,1982,10
Italy,Italy,1983,15
Italy,Italy,1984,27
Italy,Italy,1985,37
Italy,Italy,1986,49
Italy,Italy,1987,64
Italy,Italy,1988,72
Italy,Italy,1989,98
Italy,Italy,1990,104
Italy,Italy,1991,112
Italy,Italy,1992,127
Italy,Italy,1993,133
Italy,Italy,1994,115
Italy,Italy,1995,89
Italy,Italy,1996,105
Italy,Italy,1997,82
Italy,Italy,1998,48
Italy,Italy,1999,54
Italy,Italy,2000,26
Italy,Italy,2001,19
Italy,Italy,2002,7
Italy,Italy,2003,3
Italy,Italy,2004,2
Jamaica,Jamaica,1976,1
Jamaica,Jamaica,1980,1
Jamaica,Jamaica,1984,1
Jamaica,Jamaica,1985,1
Jamaica,Jamaica,1986,1
Jamaica,Jamaica,1987,1
Jamaica,Jamaica,1988,1
Jamaica,Jamaica,1989,1
Jamaica,Jamaica,1990,3
Jamaica,Jamaica,1991,4
Jamaica,Jamaica,1992,3
Jamaica,Jamaica,1993,4
Jamaica,Jamaica,1994,2
Jamaica,Jamaica,1995,3
Jamaica,Jamaica,1996,3
Jamaica,Jamaica,1997,3
Jamaica,Jamaica,1998,5
Jamaica,Jamaica,2000,1
Jamaica,Jamaica,2001,1
Jersey,United Kingdom,1981,1
Jersey,United Kingdom,1985,1
Jersey,United Kingdom,1986,1
Jersey,United Kingdom,1987,1
Jersey,United Kingdom,1989,2
Jersey,United Kingdom,1991,2
Jersey,United Kingdom,1992,2
Jersey,United Kingdom,1994,1
Jordan,Jordan,1982,1
Jordan,Jordan,1985,2
Jordan,Jordan,1986,1
Jordan,Jordan,1987,2
Jordan,Jordan,1988,2
Jordan,Jordan,1989,3
Jordan,Jordan,1990,4
Jordan,Jordan,1991,3
Jordan,Jordan,1992,5
Jordan,Jordan,1993,11
Jordan,Jordan,1994,10
Jordan,Jordan,1995,5
Jordan,Jordan,1996,4
Jordan,Jordan,1997,1
Jordan,Jordan,1998,1
Jordan,Jordan,1999,1
Jordan,Jordan,2000,2
Jordan,Jordan,2002,2
Jordan,Jordan,2003,1
Kazakhstan,Kazakhstan,1977,1
Kazakhstan,Kazakhstan,1981,2
Kazakhstan,Kazakhstan,1984,1
Kazakhstan,Kazakhstan,1986,3
Kazakhstan,Kazakhstan,1987,1
Kazakhstan,Kazakhstan,1988,3
Kazakhstan,Kazakhstan,1989,4
Kazakhstan,Kazakhstan,1990,6
Kazakhstan,Kazakhstan,1991,7
Kazakhstan,Kazakhstan,1992,5
Kazakhstan,Kazakhstan,1993,5
Kazakhstan,Kazakhstan,1994,7
Kazakhstan,Kazakhstan,1995,3
Kazakhstan,Kazakhstan,1996,7
Kazakhstan,Kazakhstan,1997,2
Kazakhstan,Kazakhstan,1999,1
Kazakhstan,Kazakhstan,2002,1
Kenya,Kenya,1982,1
Kenya,Kenya,1987,1
Kenya,Kenya,1988,1
Kenya,Kenya,1989,4
Kenya,Kenya,1991,1
Kenya,Kenya,1992,2
Kenya,Kenya,1993,3
Kenya,Kenya,1994,2
Kenya,Kenya,1996,3
Kenya,Kenya,1998,1
Kenya,Kenya,1999,1
Kenya,Kenya,2000,1
Kiribati,Kiribati,1999,1
Kosovo,Kosovo,1988,1
Kosovo,Kosovo,1990,1
Kosovo,Kosovo,1995,2
Kosovo,Kosovo,1997,2
Kuwait,Kuwait,1981,1
Kuwait,Kuwait,1983,4
Kuwait,Kuwait,1984,6
Kuwait,Kuwait,1985,7
Kuwait,Kuwait,1986,8
Kuwait,Kuwait,1987,8
Kuwait,Kuwait,1988,5
Kuwait,Kuwait,1989,9
Kuwait,Kuwait,1990,8
Kuwait,Kuwait,1991,7
Kuwait,Kuwait,1992,12
Kuwait,Kuwait,1993,6
Kuwait,Kuwait,1994,6
Kuwait,Kuwait,1995,7
Kuwait,Kuwait,1996,13
Kuwait,Kuwait,1997,8
Kuwait,Kuwait,1998,3
Kuwait,Kuwait,1999,3
Kuwait,Kuwait,2000,3
Kuwait,Kuwait,2001,1
Kuwait,Kuwait,2004,1
Kyrgyzstan,Kyrgyzstan,1983,1
Laos,Laos,1996,1
Latvia,Latvia,1977,1
Latvia,Latvia,1978,1
Latvia,Latvia,1982,1
Latvia,Latvia,1984,3
Latvia,Latvia,1985,7
Latvia,Latvia,1986,8
Latvia,Latvia,1987,7
Latvia,Latvia,1988,17
Latvia,Latvia,1989,18
Latvia,Latvia,1990,34
Latvia,Latvia,1991,34
Latvia,Latvia,1992,53
Latvia,Latvia,1993,27
Latvia,Latvia,1994,32
Latvia,Latvia,1995,24
Latvia,Latvia,1996,8
Latvia,Latvia,1997,14
Latvia,Latvia,1998,13
Latvia,Latvia,1999,7
Latvia,Latvia,2000,2
Latvia,Latvia,2001,2
Latvia,Latvia,2002,2
Latvia,Latvia,2003,1
Lebanon,Lebanon,1979,1
Lebanon,Lebanon,1980,1
Lebanon,Lebanon,1981,1
Lebanon,Lebanon,1982,1
Lebanon,Lebanon,1983,1
Lebanon,Lebanon,1985,2
Lebanon,Lebanon,1986,1
Lebanon,Lebanon,1987,1
Lebanon,Lebanon,1990,2
Lebanon,Lebanon,1991,2
Lebanon,Lebanon,1992,3
Lebanon,Lebanon,1993,4
Lebanon,Lebanon,1994,4
Lebanon,Lebanon,1995,4
Lebanon,Lebanon,1996,4
Lebanon,Lebanon,1997,3
Lebanon,Lebanon,1998,3
Lebanon,Lebanon,2000,1
Lebanon,Lebanon,2002,1
Liberia,Liberia,1994,1
Liberia,Liberia,1998,1
Liberia,Liberia,2000,1
Libya,Libya,1985,1
Libya,Libya,1988,4
Libya,Libya,1989,1
Libya,Libya,1990,2
Libya,Libya,1991,3
Libya,Libya,1992,3
Libya,Libya,1993,2
Libya,Libya,1994,4
Libya,Libya,1995,3
Libya,Libya,1996,1
Libya,Libya,1997,1
Libya,Libya,1998,2
Libya,Libya,1999,2
Libya,Libya,2000,1
Libya,Libya,2001,1
Liechtenstein,Liechtenstein,1997,2
Liechtenstein,Liechtenstein,1998,1
Lithuania,Lithuania,1980,1
Lithuania,Lithuania,1982,1
Lithuania,Lithuania,1983,5
Lithuania,Lithuania,1984,6
Lithuania,Lithuania,1985,5
Lithuania,Lithuania,1986,9
Lithuania,Lithuania,1987,20
Lithuania,Lithuania,1988,26
Lithuania,Lithuania,1989,22
Lithuania,Lithuania,1990,61
Lithuania,Lithuania,1991,62
Lithuania,Lithuania,1992,66
Lithuania,Lithuania,1993,64
Lithuania,Lithuania,1994,73
Lithuania,Lithuania,1995,52
Lithuania,Lithuania,1996,47
Lithuania,Lithuania,1997,52
Lithuania,Lithuania,1998,25
Lithuania,Lithuania,1999,23
Lithuania,Lithuania,2000,16
Lithuania,Lithuania,2001,3
Lithuania,Lithuania,2002,2
Lithuania,Lithuania,2003,1
Luxembourg,Luxembourg,1984,1
Luxembourg,Luxembourg,1985,1
Luxembourg,Luxembourg,1987,1
Luxembourg,Luxembourg,1988,1
Luxembourg,Luxembourg,1989,5
Luxembourg,Luxembourg,1990,1
Luxembourg,Luxembourg,1991,2
Luxembourg,Luxembourg,1992,5
Luxembourg,Luxembourg,1993,1
Luxembourg,Luxembourg,1995,3
Luxembourg,Luxembourg,1996,5
Luxembourg,Luxembourg,1998,1
Luxembourg,Luxembourg,1999,3
Luxembourg,Luxembourg,2000,2
Luxembourg,Luxembourg,2001,1
Madagascar,Madagascar,1982,1
Madagascar,Madagascar,1984,1
Madagascar,Madagascar,1991,2
Madagascar,Madagascar,1994,1
Madagascar,Madagascar,1995,1
Madagascar,Madagascar,1996,1
Madagascar,Madagascar,1997,1
Malaysia,Malaysia,1979,3
Malaysia,Malaysia,1980,6
Malaysia,Malaysia,1981,5
Malaysia,Malaysia,1982,4
Malaysia,Malaysia,1983,6
Malaysia,Malaysia,1984,12
Malaysia,Malaysia,1985,12
Malaysia,Malaysia,1986,10
Malaysia,Malaysia,1987,14
Malaysia,Malaysia,1988,42
Malaysia,Malaysia,1989,45
Malaysia,Malaysia,1990,52
Malaysia,Malaysia,1991,62
Malaysia,Malaysia,1992,71
Malaysia,Malaysia,1993,76
Malaysia,Malaysia,1994,93
Malaysia,Malaysia,1995,82
Malaysia,Malaysia,1996,74
Malaysia,Malaysia,1997,85
Malaysia,Malaysia,1998,56
Malaysia,Malaysia,1999,36
Malaysia,Malaysia,2000,39
Malaysia,Malaysia,2001,10
Malaysia,Malaysia,2002,8
Malaysia,Malaysia,2003,5
Malaysia,Malaysia,2004,1
Maldives,Maldives,1985,1
Maldives,Maldives,1988,1
Maldives,Maldives,1990,1
Maldives,Maldives,1991,3
Maldives,Maldives,1992,4
Maldives,Maldives,1994,2
Maldives,Maldives,1996,1
Maldives,Maldives,1997,2
Maldives,Maldives,2000,1
Maldives,Maldives,2003,1
Mali,Mali,1992,1
Mali,Mali,1994,1
Malta,Malta,1976,1
Malta,Malta,1980,1
Malta,Malta,1983,1
Malta,Malta,1984,1
Malta,Malta,1987,2
Malta,Malta,1988,2
Malta,Malta,1989,4
Malta,Malta,1990,2
Malta,Malta,1991,3
Malta,Malta,1992,6
Malta,Malta,1993,6
Malta,Malta,1994,6
Malta,Malta,1995,5
Malta,Malta,1996,6
Malta,Malta,1997,8
Malta,Malta,1998,4
Malta,Malta,1999,1
Malta,Malta,2000,1
Malta,Malta,2002,1
Marshall Islands,Marshall Islands,1996,1
Mauritania,Mauritania,1993,1
Mauritius,Mauritius,1985,1
Mauritius,Mauritius,1987,2
Mauritius,Mauritius,1988,1
Mauritius,Mauritius,1989,5
Mauritius,Mauritius,1990,2
Mauritius,Mauritius,1992,1
Mauritius,Mauritius,1993,4
Mauritius,Mauritius,1994,3
Mauritius,Mauritius,1995,4
Mauritius,Mauritius,1996,7
Mauritius,Mauritius,1999,3
Mauritius,Mauritius,2000,1
Mauritius,Mauritius,2001,1
Mexico,Mexico,1970,2
Mexico,Mexico,1975,1
Mexico,Mexico,1976,2
Mexico,Mexico,1977,1
Mexico,Mexico,1978,1
Mexico,Mexico,1979,1
Mexico,Mexico,1980,6
Mexico,Mexico,1981,5
Mexico,Mexico,1982,10
Mexico,Mexico,1983,12
Mexico,Mexico,1984,18
Mexico,Mexico,1985,23
Mexico,Mexico,1986,31
Mexico,Mexico,1987,35
Mexico,Mexico,1988,42
Mexico,Mexico,1989,56
Mexico,Mexico,1990,75
Mexico,Mexico,1991,54
Mexico,Mexico,1992,62
Mexico,Mexico,1993,68
Mexico,Mexico,1994,68
Mexico,Mexico,1995,72
Mexico,Mexico,1996,59
Mexico,Mexico,1997,43
Mexico,Mexico,1998,37
Mexico,Mexico,1999,17
Mexico,Mexico,2000,13
Mexico,Mexico,2001,13
Mexico,Mexico,2002,5
Mexico,Mexico,2003,3
Moldova,Moldova,1985,2
Moldova,Moldova,1986,1
Moldova,Moldova,1987,4
Moldova,Moldova,1988,1
Moldova,Moldova,1989,1
Moldova,Moldova,1990,3
Moldova,Moldova,1991,3
Moldova,Moldova,1992,8
Moldova,Moldova,1993,4
Moldova,Moldova,1994,8
Moldova,Moldova,1995,3
Moldova,Moldova,1996,2
Moldova,Moldova,1997,6
Moldova,Moldova,1998,2
Moldova,Moldova,1999,3
Monaco,Monaco,1992,2
Mongolia,Mongolia,1982,1
Mongolia,Mongolia,1984,1
Mongolia,Mongolia,1989,2
Mongolia,Mongolia,1990,2
Mongolia,Mongolia,1991,6
Mongolia,Mongolia,1992,4
Mongolia,Mongolia,1993,1
Mongolia,Mongolia,1994,9
Mongolia,Mongolia,1995,8
Mongolia,Mongolia,1996,4
Mongolia,Mongolia,1997,9
Mongolia,Mongolia,1998,6
Mongolia,Mongolia,1999,5
Mongolia,Mongolia,2000,1
Mongolia,Mongolia,2001,1
Mongolia,Mongolia,2002,2
Montenegro,Montenegro,1984,1
Montenegro,Montenegro,1986,2
Montenegro,Montenegro,1990,1
Montenegro,Montenegro,1991,1
Montenegro,Montenegro,1992,1
Montenegro,Montenegro,1994,2
Montenegro,Montenegro,1995,3
Montenegro,Montenegro,1996,2
Montenegro,Montenegro,1997,3
Montenegro,Montenegro,1998,1
Montenegro,Montenegro,2001,1
Morocco,Morocco,1970,1
Morocco,Morocco,1978,1
Morocco,Morocco,1983,1
Morocco,Morocco,1986,3
Morocco,Morocco,1987,5
Morocco,Morocco,1988,4
Morocco,Morocco,1989,5
Morocco,Morocco,1990,9
Morocco,Morocco,1991,5
Morocco,Morocco,1992,4
Morocco,Morocco,1993,7
Morocco,Morocco,1994,12
Morocco,Morocco,1995,17
Morocco,Morocco,1996,10
Morocco,Morocco,1997,10
Morocco,Morocco,1998,10
Morocco,Morocco,1999,6
Morocco,Morocco,2000,2
Morocco,Morocco,2001,4
Morocco,Morocco,2002,1
Mozambique,Mozambique,1988,1
Mozambique,Mozambique,1999,1
Myanmar,Myanmar,1988,1
Myanmar,Myanmar,1990,1
Myanmar,Myanmar,1991,1
Myanmar,Myanmar,1992,4
Myanmar,Myanmar,1993,1
Myanmar,Myanmar,1994,3
Myanmar,Myanmar,1995,2
Myanmar,Myanmar,1996,2
Myanmar,Myanmar,1998,1
Myanmar,Myanmar,2000,2
Myanmar,Myanmar,2001,1
Namibia,Namibia,1981,1
Nepal,Nepal,1987,1
Nepal,Nepal,1988,1
Nepal,Nepal,1989,1
Nepal,Nepal,1990,1
Nepal,Nepal,1991,4
Nepal,Nepal,1992,1
Nepal,Nepal,1993,1
Nepal,Nepal,1994,2
Nepal,Nepal,1995,6
Nepal,Nepal,1996,6
Nepal,Nepal,1997,6
Nepal,Nepal,1998,3
Nepal,Nepal,1999,5
Nepal,Nepal,2001,4
Nepal,Nepal,2002,4
Nepal,Nepal,2003,2
Netherlands,Netherlands,1970,1
Netherlands,Netherlands,1971,1
Netherlands,Netherlands,1972,2
Netherlands,Netherlands,1973,2
Netherlands,Netherlands,1974,1
Netherlands,Netherlands,1975,1
Netherlands,Netherlands,1976,3
Netherlands,Netherlands,1977,3
Netherlands,Netherlands,1978,2
Netherlands,Netherlands,1979,8
Netherlands,Netherlands,1980,12
Netherlands,Netherlands,1981,10
Netherlands,Netherlands,1982,7
Netherlands,Netherlands,1983,17
Netherlands,Netherlands,1984,17
Netherlands,Netherlands,1985,25
Netherlands,Netherlands,1986,44
Netherlands,Netherlands,1987,68
Netherlands,Netherlands,1988,85
Netherlands,Netherlands,1989,101
Netherlands,Netherlands,1990,166
Netherlands,Netherlands,1991,197
Netherlands,Netherlands,1992,227
Netherlands,Netherlands,1993,252
Netherlands,Netherlands,1994,264
Netherlands,Netherlands,1995,242
Netherlands,Netherlands,1996,230
Netherlands,Netherlands,1997,171
Netherlands,Netherlands,1998,174
Netherlands,Netherlands,1999,118
Netherlands,Netherlands,2000,73
Netherlands,Netherlands,2001,36
Netherlands,Netherlands,2002,16
Netherlands,Netherlands,2003,7
Netherlands,Netherlands,2004,2
New Caledonia,France,1999,1
New Zealand,New Zealand,1979,1
New Zealand,New Zealand,1981,2
New Zealand,New Zealand,1982,1
New Zealand,New Zealand,1983,2
New Zealand,New Zealand,1984,4
New Zealand,New Zealand,1985,5
New Zealand,New Zealand,1986,7
New Zealand,New Zealand,1987,18
New Zealand,New Zealand,1988,7
New Zealand,New Zealand,1989,16
New Zealand,New Zealand,1990,39
New Zealand,New Zealand,1991,42
New Zealand,New Zealand,1992,37
New Zealand,New Zealand,1993,47
New Zealand,New Zealand,1994,62
New Zealand,New Zealand,1995,53
New Zealand,New Zealand,1996,45
New Zealand,New Zealand,1997,42
New Zealand,New Zealand,1998,42
New Zealand,New Zealand,1999,28
New Zealand,New Zealand,2000,22
New Zealand,New Zealand,2001,10
New Zealand,New Zealand,2002,8
New Zealand,New Zealand,2004,1
Nicaragua,Nicaragua,1986,1
Nicaragua,Nicaragua,1989,1
Nicaragua,Nicaragua,1992,1
Nicaragua,Nicaragua,1994,1
Nicaragua,Nicaragua,1995,2
Nicaragua,Nicaragua,1997,2
Nicaragua,Nicaragua,1999,1
Nicaragua,Nicaragua,2000,1
Nicaragua,Nicaragua,2001,1
Nigeria,Nigeria,1980,1
Nigeria,Nigeria,1987,2
Nigeria,Nigeria,1989,2
Nigeria,Nigeria,1991,1
Nigeria,Nigeria,1992,3
Nigeria,Nigeria,1994,4
Nigeria,Nigeria,1995,2
Nigeria,Nigeria,1996,2
Nigeria,Nigeria,1997,1
Nigeria,Nigeria,1998,1
North Korea,North Korea,1990,1
North Korea,North Korea,1996,1
North Korea,North Korea,1997,1
North Korea,North Korea,2000,2
North Korea,North Korea,2001,1
North Macedonia,North Macedonia,1978,1
North Macedonia,North Macedonia,1983,2
North Macedonia,North Macedonia,1984,1
North Macedonia,North Macedonia,1985,1
North Macedonia,North Macedonia,1988,1
North Macedonia,North Macedonia,1989,5
North Macedonia,North Macedonia,1990,2
North Macedonia,North Macedonia,1991,1
North Macedonia,North Macedonia,1992,5
North Macedonia,North Macedonia,1993,3
North Macedonia,North Macedonia,1995,2
North Macedonia,North Macedonia,1996,2
North Macedonia,North Macedonia,1997,2
North Macedonia,North Macedonia,1998,3
North Macedonia,North Macedonia,1999,1
North Macedonia,North Macedonia,2000,2
Northern Mariana Islands,United States,1997,1
Northern Mariana Islands,United States,1998,1
Norway,Norway,1972,1
Norway,Norway,1976,1
Norway,Norway,1977,1
Norway,Norway,1978,3
Norway,Norway,1979,1
Norway,Norway,1980,2
Norway,Norway,1982,3
Norway,Norway,1983,5
Norway,Norway,1984,7
Norway,Norway,1985,15
Norway,Norway,1986,19
Norway,Norway,1987,28
Norway,Norway,1988,38
Norway,Norway,1989,57
Norway,Norway,1990,78
Norway,Norway,1991,108
Norway,Norway,1992,114
Norway,Norway,1993,97
Norway,Norway,1994,109
Norway,Norway,1995,111
Norway,Norway,1996,85
Norway,Norway,1997,75
Norway,Norway,1998,69
Norway,Norway,1999,44
Norway,Norway,2000,30
Norway,Norway,2001,12
Norway,Norway,2002,3
Norway,Norway,2003,4
Norway,Norway,2004,1
Norway,Norway,2008,1
Oman,Oman,1984,1
Oman,Oman,1986,1
Oman,Oman,1987,1
Oman,Oman,1988,2
Oman,Oman,1990,4
Oman,Oman,1991,2
Oman,Oman,1992,1
Oman,Oman,1993,1
Oman,Oman,1996,1
Oman,Oman,1997,5
Oman,Oman,1998,1
Oman,Oman,1999,1
Oman,Oman,2001,1
Pakistan,Pakistan,1982,1
Pakistan,Pakistan,1983,2
Pakistan,Pakistan,1985,2
Pakistan,Pakistan,1987,1
Pakistan,Pakistan,1988,4
Pakistan,Pakistan,1989,5
Pakistan,Pakistan,1990,5
Pakistan,Pakistan,1991,7
Pakistan,Pakistan,1992,10
Pakistan,Pakistan,1993,17
Pakistan,Pakistan,1994,10
Pakistan,Pakistan,1995,22
Pakistan,Pakistan,1996,20
Pakistan,Pakistan,1997,12
Pakistan,Pakistan,1998,14
Pakistan,Pakistan,1999,14
Pakistan,Pakistan,2000,7
Pakistan,Pakistan,2001,6
Pakistan,Pakistan,2002,2
Pakistan,Pakistan,2003,1
Palestinian Territory,Palestinian Territory,1989,3
Palestinian Territory,Palestinian Territory,1990,1
Palestinian Territory,Palestinian Territory,1991,2
Palestinian Territory,Palestinian Territory,1992,1
Palestinian Territory,Palestinian Territory,1994,2
Palestinian Territory,Palestinian Territory,1995,1
Palestinian Territory,Palestinian Territory,1996,2
